County,confirmed_cases,total_tested,probable_deaths,deaths,date
Bureau,3048,30843,13,72,2021-01-23
Calhoun,450,4415,3,1,2021-01-23
Carroll,1458,15431,1,32,2021-01-23
Cass,1790,14758,10,21,2021-01-23
Champaign,15799,1388915,7,99,2021-01-23
Chicago,229781,2895485,226,4554,2021-01-23
Christian,3052,33438,17,61,2021-01-23
Clark,1527,11554,6,27,2021-01-23
Clay,1339,11682,5,35,2021-01-23
Clinton,5162,44409,8,78,2021-01-23
Coles,4783,54990,2,83,2021-01-23
Cook,213819,2630072,315,4132,2021-01-23
Crawford,1828,24885,15,20,2021-01-23
Cumberland,1115,8972,12,15,2021-01-23
De Witt,1189,14858,7,20,2021-01-23
DeKalb,7648,92044,3,90,2021-01-23
Douglas,2044,22720,6,28,2021-01-23
DuPage,70712,895116,85,1083,2021-01-23
Edgar,1491,11111,21,32,2021-01-23
Edwards,477,3144,1,8,2021-01-23
Effingham,4366,32616,11,60,2021-01-23
Fayette,2961,21739,3,50,2021-01-23
Ford,1404,20769,8,43,2021-01-23
Franklin,3917,37048,11,60,2021-01-23
Fulton,2615,53731,8,41,2021-01-23
Gallatin,394,3083,1,3,2021-01-23
Greene,1279,10797,13,30,2021-01-23
Grundy,4518,37079,4,50,2021-01-23
Hamilton,730,5275,3,14,2021-01-23
Hancock,1550,14156,10,25,2021-01-23
Hardin,311,3893,0,8,2021-01-23
Henderson,466,5215,9,7,2021-01-23
Henry,4097,50244,27,50,2021-01-23
Illinois,1098527,15319694,1934,18711,2021-01-23
Iroquois,2619,34818,2,56,2021-01-23
Jackson,4296,54936,11,59,2021-01-23
Jasper,1060,8787,1,14,2021-01-23
Jefferson,3545,32258,1,103,2021-01-23
Jersey,2294,22672,18,43,2021-01-23
Jo Daviess,1519,16556,3,22,2021-01-23
Johnson,1253,20800,6,9,2021-01-23
Kane,47054,465412,49,656,2021-01-23
Kankakee,11692,158761,8,179,2021-01-23
Kendall,9970,92941,9,72,2021-01-23
Knox,4686,61782,30,116,2021-01-23
Lake,54489,672130,70,848,2021-01-23
LaSalle,9757,113433,53,197,2021-01-23
Lawrence,2208,23535,9,21,2021-01-23
Lee,3133,43562,39,37,2021-01-23
Livingston,3779,59854,10,60,2021-01-23
Logan,3165,55147,14,45,2021-01-23
Macon,8963,116124,11,171,2021-01-23
Macoupin,4002,52055,26,70,2021-01-23
Madison,25198,225690,65,410,2021-01-23
Marion,4063,50011,6,107,2021-01-23
Marshall,703,13625,2,13,2021-01-23
Mason,1190,15513,1,40,2021-01-23
Massac,1066,8424,3,30,2021-01-23
McDonough,2192,32338,12,39,2021-01-23
McHenry,22153,226385,25,231,2021-01-23
McLean,13537,215533,34,136,2021-01-23
Menard,912,13788,4,6,2021-01-23
Mercer,1182,13280,0,30,2021-01-23
Monroe,3667,30447,0,71,2021-01-23
Montgomery,3154,44124,4,50,2021-01-23
Morgan,3309,40354,19,74,2021-01-23
Moultrie,1412,17279,8,20,2021-01-23
Ogle,4694,43666,7,65,2021-01-23
Out Of State,34,91547,0,0,2021-01-23
Peoria,15398,220375,15,237,2021-01-23
Perry,2764,26528,9,53,2021-01-23
Piatt,1193,22817,6,12,2021-01-23
Pike,1593,13473,3,45,2021-01-23
Pope,256,2124,0,3,2021-01-23
Pulaski,623,4493,0,3,2021-01-23
Putnam,356,4115,1,1,2021-01-23
Randolph,3798,37906,5,68,2021-01-23
Richland,1569,18694,9,37,2021-01-23
Rock Island,12168,138716,41,266,2021-01-23
Saline,2082,23211,15,39,2021-01-23
Sangamon,14842,264199,37,205,2021-01-23
Schuyler,646,8687,12,5,2021-01-23
Scott,407,6226,0,1,2021-01-23
Shelby,2017,18215,3,32,2021-01-23
St. Clair,22904,242675,40,409,2021-01-23
Stark,498,6579,0,20,2021-01-23
Stephenson,3618,39955,20,57,2021-01-23
Tazewell,12248,156278,33,218,2021-01-23
Unassigned,90,93754,0,0,2021-01-23
Union,2034,24232,2,30,2021-01-23
Vermilion,7758,91189,17,100,2021-01-23
Wabash,1216,10517,3,12,2021-01-23
Warren,1601,12216,3,41,2021-01-23
Washington,1490,9662,6,20,2021-01-23
Wayne,1546,12198,1,42,2021-01-23
White,1389,17904,9,23,2021-01-23
Whiteside,5422,48282,40,135,2021-01-23
Will,59559,600738,71,816,2021-01-23
Williamson,6327,73639,11,108,2021-01-23
Winnebago,26700,278424,30,384,2021-01-23
Woodford,3332,46796,13,57,2021-01-23
Adams,7507,106720,25,100,2021-01-22
Alexander,404,4332,0,7,2021-01-22
Bond,1774,18442,4,20,2021-01-22
Boone,5617,45040,12,66,2021-01-22
Brown,619,12905,6,5,2021-01-22
Bureau,3041,30635,12,72,2021-01-22
Calhoun,449,4379,3,1,2021-01-22
Carroll,1457,15342,1,32,2021-01-22
Cass,1785,14658,10,21,2021-01-22
Champaign,15752,1378356,7,97,2021-01-22
Chicago,228825,2876609,222,4532,2021-01-22
Christian,3034,33183,17,59,2021-01-22
Clark,1521,11472,6,27,2021-01-22
Clay,1333,11614,5,35,2021-01-22
Clinton,5145,44126,8,78,2021-01-22
Coles,4761,54675,2,83,2021-01-22
Cook,212832,2613223,316,4127,2021-01-22
Crawford,1819,24756,14,20,2021-01-22
Cumberland,1114,8945,12,15,2021-01-22
De Witt,1180,14758,7,20,2021-01-22
DeKalb,7615,91654,3,89,2021-01-22
Douglas,2034,22593,6,28,2021-01-22
DuPage,70324,889736,86,1079,2021-01-22
Edgar,1489,11066,21,32,2021-01-22
Edwards,476,3119,1,8,2021-01-22
Effingham,4359,32458,11,59,2021-01-22
Fayette,2954,21493,3,50,2021-01-22
Ford,1399,20615,8,43,2021-01-22
Franklin,3908,36847,11,60,2021-01-22
Fulton,2601,53403,8,41,2021-01-22
Gallatin,393,3055,1,3,2021-01-22
Greene,1274,10770,13,30,2021-01-22
Grundy,4479,36623,4,50,2021-01-22
Hamilton,729,5225,3,14,2021-01-22
Hancock,1535,14056,10,25,2021-01-22
Hardin,309,3878,0,8,2021-01-22
Henderson,465,5196,9,7,2021-01-22
Henry,4082,49962,27,50,2021-01-22
Illinois,1093375,15209516,1919,18615,2021-01-22
Iroquois,2613,34637,2,56,2021-01-22
Jackson,4285,54433,11,59,2021-01-22
Jasper,1057,8749,1,14,2021-01-22
Jefferson,3521,31946,1,103,2021-01-22
Jersey,2274,22451,16,43,2021-01-22
Jo Daviess,1513,16488,3,21,2021-01-22
Johnson,1242,20121,6,9,2021-01-22
Kane,46750,462770,48,651,2021-01-22
Kankakee,11631,157741,8,177,2021-01-22
Kendall,9884,92434,9,72,2021-01-22
Knox,4674,61361,30,116,2021-01-22
Lake,54272,668294,68,835,2021-01-22
LaSalle,9704,112696,53,196,2021-01-22
Lawrence,2205,23205,9,21,2021-01-22
Lee,3120,41996,38,37,2021-01-22
Livingston,3759,58679,9,60,2021-01-22
Logan,3147,54039,14,44,2021-01-22
Macon,8936,115600,11,171,2021-01-22
Macoupin,3975,51699,26,70,2021-01-22
Madison,25015,223791,65,407,2021-01-22
Marion,4051,49365,6,107,2021-01-22
Marshall,693,13469,2,13,2021-01-22
Mason,1184,15340,1,40,2021-01-22
Massac,1058,8367,3,29,2021-01-22
McDonough,2181,32081,12,39,2021-01-22
McHenry,22050,224989,23,230,2021-01-22
McLean,13472,211009,34,136,2021-01-22
Menard,907,13635,4,6,2021-01-22
Mercer,1181,13222,0,30,2021-01-22
Monroe,3651,30258,0,71,2021-01-22
Montgomery,3122,43791,4,47,2021-01-22
Morgan,3300,40232,18,74,2021-01-22
Moultrie,1405,17158,8,20,2021-01-22
Ogle,4676,43398,7,65,2021-01-22
Out Of State,32,91159,0,0,2021-01-22
Peoria,15316,218893,15,237,2021-01-22
Perry,2755,26381,9,52,2021-01-22
Piatt,1189,22739,6,12,2021-01-22
Pike,1583,13417,3,45,2021-01-22
Pope,255,2114,0,3,2021-01-22
Pulaski,622,4458,0,3,2021-01-22
Putnam,355,4086,1,1,2021-01-22
Randolph,3767,37353,5,68,2021-01-22
Richland,1562,18510,9,37,2021-01-22
Rock Island,12127,138165,42,264,2021-01-22
Saline,2068,22883,15,39,2021-01-22
Sangamon,14767,262644,35,204,2021-01-22
Schuyler,646,8651,12,4,2021-01-22
Scott,397,6183,0,1,2021-01-22
Shelby,2010,18021,3,32,2021-01-22
St. Clair,22782,240353,40,399,2021-01-22
Stark,497,6563,0,20,2021-01-22
Stephenson,3601,39544,20,57,2021-01-22
Tazewell,12191,155166,33,217,2021-01-22
Unassigned,85,93249,0,0,2021-01-22
Union,2024,24017,2,30,2021-01-22
Vermilion,7707,89916,17,98,2021-01-22
Wabash,1204,10428,3,11,2021-01-22
Warren,1596,12154,3,41,2021-01-22
Washington,1485,9595,6,20,2021-01-22
Wayne,1535,12075,1,42,2021-01-22
White,1382,17819,9,22,2021-01-22
Whiteside,5403,47910,40,135,2021-01-22
Will,59269,596237,71,815,2021-01-22
Williamson,6293,72982,10,107,2021-01-22
Winnebago,26623,276343,32,382,2021-01-22
Woodford,3307,46348,13,55,2021-01-22
Adams,7442,105636,25,98,2021-01-21
Alexander,395,4263,0,7,2021-01-21
Bond,1762,18247,4,20,2021-01-21
Boone,5587,44812,12,66,2021-01-21
Brown,613,12875,6,5,2021-01-21
Bureau,3019,30407,12,72,2021-01-21
Calhoun,446,4352,3,1,2021-01-21
Carroll,1451,15161,1,32,2021-01-21
Cass,1766,14466,10,21,2021-01-21
Champaign,15667,1367548,7,97,2021-01-21
Chicago,227599,2859187,218,4497,2021-01-21
Christian,3007,32908,16,59,2021-01-21
Clark,1501,11321,6,27,2021-01-21
Clay,1322,11506,5,35,2021-01-21
Clinton,5107,43626,8,78,2021-01-21
Coles,4739,54041,1,81,2021-01-21
Cook,211519,2592025,315,4118,2021-01-21
Crawford,1794,24610,14,20,2021-01-21
Cumberland,1100,8851,12,15,2021-01-21
De Witt,1163,14529,7,20,2021-01-21
DeKalb,7565,91031,3,89,2021-01-21
Douglas,2021,22415,6,28,2021-01-21
DuPage,69900,882868,85,1075,2021-01-21
Edgar,1465,10936,21,32,2021-01-21
Edwards,470,3073,1,8,2021-01-21
Effingham,4334,32107,11,59,2021-01-21
Fayette,2936,21340,3,50,2021-01-21
Ford,1388,20393,8,43,2021-01-21
Franklin,3884,36546,10,60,2021-01-21
Fulton,2581,52810,8,41,2021-01-21
Gallatin,392,3035,1,3,2021-01-21
Greene,1257,10644,13,30,2021-01-21
Grundy,4445,36335,4,50,2021-01-21
Hamilton,720,5190,3,14,2021-01-21
Hancock,1511,13895,10,24,2021-01-21
Hardin,307,3826,0,8,2021-01-21
Henderson,456,5135,9,7,2021-01-21
Henry,4044,49626,27,50,2021-01-21
Illinois,1086333,15083685,1903,18520,2021-01-21
Iroquois,2605,34325,2,56,2021-01-21
Jackson,4244,53683,11,59,2021-01-21
Jasper,1047,8631,1,14,2021-01-21
Jefferson,3493,31648,1,103,2021-01-21
Jersey,2258,22231,16,43,2021-01-21
Jo Daviess,1505,16396,3,21,2021-01-21
Johnson,1224,19099,6,9,2021-01-21
Kane,46512,459369,48,648,2021-01-21
Kankakee,11593,156410,8,177,2021-01-21
Kendall,9819,91741,9,72,2021-01-21
Knox,4640,60910,30,116,2021-01-21
Lake,53926,663130,69,832,2021-01-21
LaSalle,9595,110486,52,196,2021-01-21
Lawrence,2190,22549,9,21,2021-01-21
Lee,3076,41811,37,37,2021-01-21
Livingston,3697,57810,8,60,2021-01-21
Logan,3115,53675,13,44,2021-01-21
Macon,8893,114743,11,171,2021-01-21
Macoupin,3913,51151,26,70,2021-01-21
Madison,24822,221893,65,406,2021-01-21
Marion,4026,48843,6,107,2021-01-21
Marshall,682,13273,2,12,2021-01-21
Mason,1180,15232,1,40,2021-01-21
Massac,1047,8318,3,29,2021-01-21
McDonough,2164,31690,12,39,2021-01-21
McHenry,21916,223060,22,229,2021-01-21
McLean,13350,208950,34,134,2021-01-21
Menard,902,13536,4,6,2021-01-21
Mercer,1178,13128,0,30,2021-01-21
Monroe,3628,29752,0,71,2021-01-21
Montgomery,3105,43239,4,44,2021-01-21
Morgan,3274,39614,18,74,2021-01-21
Moultrie,1387,16828,8,20,2021-01-21
Ogle,4651,43065,7,64,2021-01-21
Out Of State,32,90648,0,0,2021-01-21
Peoria,15231,217248,15,235,2021-01-21
Perry,2739,25423,9,52,2021-01-21
Piatt,1182,22624,5,11,2021-01-21
Pike,1571,13249,3,45,2021-01-21
Pope,253,2089,0,3,2021-01-21
Pulaski,620,4409,0,3,2021-01-21
Putnam,352,4047,1,1,2021-01-21
Randolph,3749,36996,5,65,2021-01-21
Richland,1553,18359,9,36,2021-01-21
Rock Island,12027,135934,42,262,2021-01-21
Saline,2042,22727,15,39,2021-01-21
Sangamon,14658,260872,35,201,2021-01-21
Schuyler,632,8566,12,4,2021-01-21
Scott,396,6143,0,1,2021-01-21
Shelby,1991,17854,3,32,2021-01-21
St. Clair,22624,236730,40,393,2021-01-21
Stark,495,6523,0,20,2021-01-21
Stephenson,3567,39180,20,57,2021-01-21
Tazewell,12087,154176,32,217,2021-01-21
Unassigned,70,92848,0,0,2021-01-21
Union,2004,23714,2,30,2021-01-21
Vermilion,7634,89395,17,98,2021-01-21
Wabash,1193,10324,3,11,2021-01-21
Warren,1591,12100,3,41,2021-01-21
Washington,1469,9509,6,19,2021-01-21
Wayne,1528,12001,1,42,2021-01-21
White,1363,17625,8,22,2021-01-21
Whiteside,5317,47481,40,135,2021-01-21
Will,58974,590585,71,810,2021-01-21
Williamson,6247,72509,10,107,2021-01-21
Winnebago,26504,274227,32,380,2021-01-21
Woodford,3270,45741,13,54,2021-01-21
Adams,7405,104771,25,96,2021-01-20
Alexander,393,4250,0,7,2021-01-20
Bond,1744,18098,5,19,2021-01-20
Boone,5571,44677,12,65,2021-01-20
Brown,612,11775,6,5,2021-01-20
Bureau,3015,30290,12,72,2021-01-20
Calhoun,442,4331,3,1,2021-01-20
Carroll,1440,15041,1,32,2021-01-20
Cass,1763,14365,10,21,2021-01-20
Champaign,15602,1361132,7,97,2021-01-20
Chicago,226856,2844510,219,4476,2021-01-20
Christian,2997,32279,16,58,2021-01-20
Clark,1485,11236,5,27,2021-01-20
Clay,1314,11435,5,35,2021-01-20
Clinton,5082,43255,8,78,2021-01-20
Coles,4709,53722,1,80,2021-01-20
Cook,210609,2577072,309,4094,2021-01-20
Crawford,1778,23939,14,20,2021-01-20
Cumberland,1094,8820,12,15,2021-01-20
De Witt,1158,14417,7,20,2021-01-20
DeKalb,7538,90554,3,89,2021-01-20
Douglas,2007,22221,6,27,2021-01-20
DuPage,69579,877998,87,1070,2021-01-20
Edgar,1445,10751,21,32,2021-01-20
Edwards,470,3058,1,8,2021-01-20
Effingham,4317,31953,11,58,2021-01-20
Fayette,2922,21154,3,50,2021-01-20
Ford,1388,20330,7,43,2021-01-20
Franklin,3864,36248,10,60,2021-01-20
Fulton,2575,51660,8,41,2021-01-20
Gallatin,389,3007,1,3,2021-01-20
Greene,1253,10588,13,30,2021-01-20
Grundy,4422,36061,4,50,2021-01-20
Hamilton,720,5169,3,14,2021-01-20
Hancock,1501,13829,10,24,2021-01-20
Hardin,305,3815,0,8,2021-01-20
Henderson,456,5079,9,7,2021-01-20
Henry,4029,49267,27,49,2021-01-20
Illinois,1081354,14984649,1887,18398,2021-01-20
Iroquois,2605,34064,2,55,2021-01-20
Jackson,4220,53306,11,58,2021-01-20
Jasper,1043,8580,1,14,2021-01-20
Jefferson,3470,30914,1,103,2021-01-20
Jersey,2242,22019,16,42,2021-01-20
Jo Daviess,1499,16285,3,21,2021-01-20
Johnson,1217,18704,6,9,2021-01-20
Kane,46288,456100,47,638,2021-01-20
Kankakee,11542,154954,8,172,2021-01-20
Kendall,9768,91142,9,72,2021-01-20
Knox,4608,59497,30,114,2021-01-20
Lake,53688,659601,68,827,2021-01-20
LaSalle,9537,109928,51,196,2021-01-20
Lawrence,2184,22470,9,21,2021-01-20
Lee,3062,41633,37,36,2021-01-20
Livingston,3667,57276,8,58,2021-01-20
Logan,3106,53566,13,44,2021-01-20
Macon,8863,113991,11,171,2021-01-20
Macoupin,3879,50886,26,68,2021-01-20
Madison,24604,220661,64,404,2021-01-20
Marion,4024,47906,6,106,2021-01-20
Marshall,677,13210,2,12,2021-01-20
Mason,1172,15133,1,40,2021-01-20
Massac,1037,8248,3,28,2021-01-20
McDonough,2152,31394,12,39,2021-01-20
McHenry,21807,221706,21,228,2021-01-20
McLean,13294,208194,32,132,2021-01-20
Menard,893,13456,4,6,2021-01-20
Mercer,1177,13070,0,30,2021-01-20
Monroe,3608,29665,0,71,2021-01-20
Montgomery,3078,42300,4,41,2021-01-20
Morgan,3273,39285,17,74,2021-01-20
Moultrie,1385,16666,8,20,2021-01-20
Ogle,4625,42929,7,64,2021-01-20
Out Of State,32,90298,0,0,2021-01-20
Peoria,15130,216014,13,232,2021-01-20
Perry,2676,25321,8,52,2021-01-20
Piatt,1180,22452,5,11,2021-01-20
Pike,1559,13127,3,43,2021-01-20
Pope,249,2068,0,2,2021-01-20
Pulaski,615,4379,0,3,2021-01-20
Putnam,348,4021,1,1,2021-01-20
Randolph,3738,36663,5,63,2021-01-20
Richland,1546,18276,9,36,2021-01-20
Rock Island,11977,135394,42,262,2021-01-20
Saline,2036,22529,15,38,2021-01-20
Sangamon,14605,259290,35,201,2021-01-20
Schuyler,627,8366,12,4,2021-01-20
Scott,386,6103,0,1,2021-01-20
Shelby,1975,17736,3,32,2021-01-20
St. Clair,22480,235365,40,389,2021-01-20
Stark,494,6495,0,20,2021-01-20
Stephenson,3547,38982,20,57,2021-01-20
Tazewell,12005,153381,32,216,2021-01-20
Unassigned,72,92267,0,0,2021-01-20
Union,1999,23517,2,30,2021-01-20
Vermilion,7591,89058,17,98,2021-01-20
Wabash,1184,10297,3,11,2021-01-20
Warren,1588,12030,3,41,2021-01-20
Washington,1459,9424,6,19,2021-01-20
Wayne,1522,11947,1,42,2021-01-20
White,1345,17456,8,22,2021-01-20
Whiteside,5285,47088,39,135,2021-01-20
Will,58681,586916,71,805,2021-01-20
Williamson,6220,72117,10,107,2021-01-20
Winnebago,26406,272788,32,377,2021-01-20
Woodford,3218,45522,13,53,2021-01-20
Adams,7371,103812,23,94,2021-01-19
Alexander,389,4228,0,7,2021-01-19
Bond,1738,17866,5,19,2021-01-19
Boone,5549,44513,12,65,2021-01-19
Brown,610,11580,6,5,2021-01-19
Bureau,3004,30086,12,72,2021-01-19
Calhoun,440,4301,3,1,2021-01-19
Carroll,1426,14981,1,32,2021-01-19
Cass,1751,14208,10,21,2021-01-19
Champaign,15485,1351704,7,95,2021-01-19
Chicago,226184,2830997,215,4459,2021-01-19
Christian,2986,32168,16,57,2021-01-19
Clark,1477,11122,3,27,2021-01-19
Clay,1312,11369,5,35,2021-01-19
Clinton,5032,42902,8,77,2021-01-19
Coles,4703,53475,1,79,2021-01-19
Cook,209704,2564509,306,4085,2021-01-19
Crawford,1761,23839,14,20,2021-01-19
Cumberland,1085,8770,12,15,2021-01-19
De Witt,1147,14351,7,20,2021-01-19
DeKalb,7491,90150,3,89,2021-01-19
Douglas,1995,22104,6,27,2021-01-19
DuPage,69285,874066,87,1066,2021-01-19
Edgar,1443,10703,21,32,2021-01-19
Edwards,462,3031,1,8,2021-01-19
Effingham,4311,31833,11,58,2021-01-19
Fayette,2911,20956,3,50,2021-01-19
Ford,1390,20220,7,42,2021-01-19
Franklin,3847,36009,10,59,2021-01-19
Fulton,2569,51317,8,41,2021-01-19
Gallatin,388,2985,1,3,2021-01-19
Greene,1257,10477,12,30,2021-01-19
Grundy,4387,35813,4,50,2021-01-19
Hamilton,717,5126,3,14,2021-01-19
Hancock,1486,13767,10,24,2021-01-19
Hardin,303,3763,0,8,2021-01-19
Henderson,453,5069,9,7,2021-01-19
Henry,4014,48938,27,49,2021-01-19
Illinois,1076532,14898528,1862,18291,2021-01-19
Iroquois,2597,33907,2,54,2021-01-19
Jackson,4187,52542,10,57,2021-01-19
Jasper,1040,8496,1,14,2021-01-19
Jefferson,3435,30502,1,103,2021-01-19
Jersey,2225,21776,16,40,2021-01-19
Jo Daviess,1485,16236,3,21,2021-01-19
Johnson,1211,18330,6,9,2021-01-19
Kane,46063,453357,46,631,2021-01-19
Kankakee,11488,153865,8,171,2021-01-19
Kendall,9715,90668,7,71,2021-01-19
Knox,4589,59328,29,113,2021-01-19
Lake,53439,655971,67,819,2021-01-19
LaSalle,9478,108867,51,196,2021-01-19
Lawrence,2176,22334,9,21,2021-01-19
Lee,3048,40098,37,35,2021-01-19
Livingston,3647,56343,8,58,2021-01-19
Logan,3094,52333,13,43,2021-01-19
Macon,8836,113557,11,168,2021-01-19
Macoupin,3849,50494,26,68,2021-01-19
Madison,24398,219078,63,400,2021-01-19
Marion,3994,47254,6,106,2021-01-19
Marshall,670,13148,1,12,2021-01-19
Mason,1166,15015,1,39,2021-01-19
Massac,1018,8215,3,28,2021-01-19
McDonough,2150,31183,12,39,2021-01-19
McHenry,21712,220235,21,227,2021-01-19
McLean,13244,207066,30,129,2021-01-19
Menard,880,13367,4,6,2021-01-19
Mercer,1172,12996,0,29,2021-01-19
Monroe,3587,29269,0,70,2021-01-19
Montgomery,3053,41941,3,39,2021-01-19
Morgan,3259,39148,17,72,2021-01-19
Moultrie,1374,16594,8,20,2021-01-19
Ogle,4603,42703,7,64,2021-01-19
Out Of State,32,89743,0,0,2021-01-19
Peoria,15054,214794,13,228,2021-01-19
Perry,2670,25148,8,52,2021-01-19
Piatt,1174,22343,5,11,2021-01-19
Pike,1543,13042,3,43,2021-01-19
Pope,247,2058,0,2,2021-01-19
Pulaski,613,4343,0,3,2021-01-19
Putnam,346,3988,1,1,2021-01-19
Randolph,3715,36389,5,63,2021-01-19
Richland,1536,18135,9,35,2021-01-19
Rock Island,11919,134826,42,261,2021-01-19
Saline,2030,22289,15,38,2021-01-19
Sangamon,14548,258273,34,201,2021-01-19
Schuyler,624,8316,12,4,2021-01-19
Scott,385,6033,0,1,2021-01-19
Shelby,1970,17666,3,32,2021-01-19
St. Clair,22343,234358,39,387,2021-01-19
Stark,493,6452,0,20,2021-01-19
Stephenson,3532,38734,20,54,2021-01-19
Tazewell,11944,152554,32,213,2021-01-19
Unassigned,69,91952,0,0,2021-01-19
Union,1993,23256,2,30,2021-01-19
Vermilion,7538,87903,17,96,2021-01-19
Wabash,1179,10172,3,11,2021-01-19
Warren,1586,11978,3,41,2021-01-19
Washington,1452,9372,6,19,2021-01-19
Wayne,1520,11801,1,42,2021-01-19
White,1334,17412,8,22,2021-01-19
Whiteside,5261,46723,39,134,2021-01-19
Will,58408,584182,70,800,2021-01-19
Williamson,6196,71731,9,107,2021-01-19
Winnebago,26295,271473,34,373,2021-01-19
Woodford,3202,45308,13,53,2021-01-19
Adams,7337,103241,23,94,2021-01-18
Alexander,389,4218,0,7,2021-01-18
Bond,1735,17779,5,19,2021-01-18
Boone,5532,44361,12,65,2021-01-18
Brown,608,11547,6,5,2021-01-18
Bureau,2997,29951,12,72,2021-01-18
Calhoun,438,4250,3,1,2021-01-18
Carroll,1426,14866,1,32,2021-01-18
Cass,1748,14166,10,21,2021-01-18
Champaign,15390,1343315,7,92,2021-01-18
Chicago,225409,2822503,214,4448,2021-01-18
Christian,2979,32020,16,57,2021-01-18
Clark,1474,11067,3,27,2021-01-18
Clay,1309,11312,5,34,2021-01-18
Clinton,5006,42605,8,77,2021-01-18
Coles,4698,53154,1,79,2021-01-18
Cook,208932,2554893,307,4077,2021-01-18
Crawford,1755,23776,14,20,2021-01-18
Cumberland,1079,8736,12,15,2021-01-18
De Witt,1139,14106,7,20,2021-01-18
DeKalb,7437,89811,3,89,2021-01-18
Douglas,1987,21968,6,27,2021-01-18
DuPage,68970,869947,87,1064,2021-01-18
Edgar,1432,10682,21,32,2021-01-18
Edwards,460,3024,1,8,2021-01-18
Effingham,4306,31726,11,57,2021-01-18
Fayette,2906,20862,3,50,2021-01-18
Ford,1380,20068,7,42,2021-01-18
Franklin,3829,35852,10,59,2021-01-18
Fulton,2553,51142,8,41,2021-01-18
Gallatin,386,2967,1,3,2021-01-18
Greene,1254,10440,12,30,2021-01-18
Grundy,4359,35612,4,50,2021-01-18
Hamilton,716,5087,3,14,2021-01-18
Hancock,1476,13684,10,24,2021-01-18
Hardin,302,3753,0,8,2021-01-18
Henderson,452,5029,9,7,2021-01-18
Henry,4007,48697,27,49,2021-01-18
Illinois,1072214,14826995,1860,18258,2021-01-18
Iroquois,2587,33781,2,54,2021-01-18
Jackson,4168,51466,10,57,2021-01-18
Jasper,1038,8429,1,14,2021-01-18
Jefferson,3421,30343,1,103,2021-01-18
Jersey,2206,21683,16,40,2021-01-18
Jo Daviess,1482,16189,3,21,2021-01-18
Johnson,1210,18295,6,9,2021-01-18
Kane,45873,451054,45,631,2021-01-18
Kankakee,11465,153204,8,171,2021-01-18
Kendall,9666,90211,7,71,2021-01-18
Knox,4579,58997,28,113,2021-01-18
Lake,53227,652786,67,819,2021-01-18
LaSalle,9427,108250,51,196,2021-01-18
Lawrence,2172,21491,9,21,2021-01-18
Lee,3031,39991,37,35,2021-01-18
Livingston,3635,55993,8,58,2021-01-18
Logan,3083,52223,13,43,2021-01-18
Macon,8794,112697,11,168,2021-01-18
Macoupin,3826,50177,26,68,2021-01-18
Madison,24262,217887,63,400,2021-01-18
Marion,3970,47051,6,105,2021-01-18
Marshall,664,13099,1,12,2021-01-18
Mason,1163,14884,1,39,2021-01-18
Massac,1018,8204,3,28,2021-01-18
McDonough,2144,30734,12,39,2021-01-18
McHenry,21591,219079,21,227,2021-01-18
McLean,13170,205788,30,129,2021-01-18
Menard,871,13314,4,6,2021-01-18
Mercer,1170,12961,0,29,2021-01-18
Monroe,3561,29124,0,70,2021-01-18
Montgomery,3038,41817,3,38,2021-01-18
Morgan,3252,38962,17,72,2021-01-18
Moultrie,1370,16543,8,20,2021-01-18
Ogle,4589,42363,7,64,2021-01-18
Out Of State,37,89406,0,0,2021-01-18
Peoria,14966,213525,13,226,2021-01-18
Perry,2665,25081,8,52,2021-01-18
Piatt,1168,22234,5,11,2021-01-18
Pike,1542,12992,3,43,2021-01-18
Pope,246,2055,0,2,2021-01-18
Pulaski,610,4334,0,3,2021-01-18
Putnam,346,3967,1,1,2021-01-18
Randolph,3714,36196,5,63,2021-01-18
Richland,1535,18065,9,35,2021-01-18
Rock Island,11860,133784,42,260,2021-01-18
Saline,2021,22217,15,38,2021-01-18
Sangamon,14477,257391,34,200,2021-01-18
Schuyler,619,8284,12,4,2021-01-18
Scott,375,5987,0,1,2021-01-18
Shelby,1964,17499,3,32,2021-01-18
St. Clair,22191,232126,39,387,2021-01-18
Stark,493,6436,0,20,2021-01-18
Stephenson,3524,38414,20,54,2021-01-18
Tazewell,11885,151794,32,213,2021-01-18
Unassigned,63,91750,0,0,2021-01-18
Union,1973,23162,2,30,2021-01-18
Vermilion,7470,87526,17,95,2021-01-18
Wabash,1172,10134,3,11,2021-01-18
Warren,1582,11934,3,41,2021-01-18
Washington,1446,9324,6,19,2021-01-18
Wayne,1511,11752,1,42,2021-01-18
White,1331,17194,8,22,2021-01-18
Whiteside,5250,46452,39,134,2021-01-18
